frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11, 0, 0.370, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 1.43, 0.57, 0.70, 0.00, 1.32, 0.00, 0.00, 0.80, 1.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
12, 0, 0.407, 0.98, 1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.11, 1.38, 0.61, 0.57, 0.00, 1.27, 0.03, 0.00, 0.88, 1.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
13, 0, 0.444, 0.98, 1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.05, 1.37, 0.63, 0.46, 0.00, 1.16, 0.03, 0.00, 0.95, 1.28, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
14, 0, 0.481, 0.98, 1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 1.32, 0.63, 0.46, 0.00, 0.97, 0.03, 0.00, 1.02, 1.39, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
15, 0, 0.519, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.29, 0.61, 0.60, 0.00, 0.82, 0.00, 0.00, 1.02, 1.51, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
16, 0, 0.556, 0.98, 1, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.21, 0.57, 0.75, 0.00, 0.67, 0.00, 0.00, 0.97, 1.64, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
17, 0, 0.593, 0.98, 1, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.27, 0.53, 0.92, 0.00, 0.87, 0.04, 0.00, 0.71, 1.41, 0.31, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
18, 0, 0.630, 0.98, 1, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.35, 0.50, 1.00, 0.00, 1.07, 0.06, 0.00, 0.43, 1.15, 0.31, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
19, 0, 0.667, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.48, 0.44, 1.06, 0.00, 1.35, 0.07, 0.00, 0.18, 0.83, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
20, 0, 0.704, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.49, 0.43, 0.94, 0.00, 1.32, 0.05, 0.00, 0.15, 0.84, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.741, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.49, 0.38, 0.90, 0.00, 1.32, 0.04, 0.00, 0.15, 0.89, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.778, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.45, 0.37, 0.86, 0.00, 1.28, 0.03, 0.00, 0.10, 0.81, 0.38, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
23, 0, 0.815, 0.88, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.47, 0.37, 0.86, 0.00, 1.25, 0.02, 0.00, 0.05, 0.67, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
24, 0, 0.852, 0.88, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.51, 0.39, 0.86, 0.00, 1.23, 0.00, 0.00, 0.00, 0.50, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
25, 0, 0.889, 0.88, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.57, 0.41, 0.92, 0.00, 1.10, 0.00, 0.00, 0.09, 0.50, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
26, 0, 0.926, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.59, 0.42, 1.01, 0.00, 1.01, 0.00, 0.00, 0.18, 0.55, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
27, 0, 0.963, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.58, 0.45, 1.29, 0.00, 0.63, 0.00, 0.00, 0.34, 0.55, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
28, 0, 1.000, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.63, 0.47, 1.51, 0.00, 0.44, 0.00, 0.00, 0.38, 0.58, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
29, 0, 1.037, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 1.66, 0.48, 1.71, 0.00, 0.24, 0.00, 0.00, 0.48, 0.53, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
30, 0, 1.074, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 1.73, 0.46, 1.68, 0.00, 0.28, 0.00, 0.00, 0.58, 0.64, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
31, 0, 1.111, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 1.39, 0.30, 1.75, 1.67, 0.26, 0.82, 0.36, 1.41, 0.42, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
32, 0, 1.148, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 1.01, 0.15, 1.61, 3.33, 0.29, 1.55, 0.75, 1.77, 0.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
33, 0, 1.185, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.42, 0.00, 1.48, 5.00, 0.49, 2.87, 1.33, 1.57, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
34, 0, 1.222, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.18, 0.00, 1.17, 5.00, 0.79, 3.45, 1.50, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
35, 0, 1.259, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.90, 5.00, 1.23, 4.01, 1.64, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
36, 0, 1.296, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.07, 0.69, 4.08, 2.00, 3.02, 1.19, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
37, 0, 1.333, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.18, 0.51, 3.32, 2.66, 1.83, 0.81, 0.00, 1.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
38, 0, 1.370, 0.98, 1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.39, 0.33, 0.67, 1.94, 3.02, 0.54, 0.34, 0.00, 1.96, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
39, 0, 1.407, 0.98, 1, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.58, 0.39, 0.82, 1.45, 2.90, 0.21, 0.31, 0.00, 2.40, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
40, 0, 1.444, 0.98, 1, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.77, 0.37, 1.02, 0.69, 2.80, 0.00, 0.24, 0.00, 2.89, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
41, 0, 1.481, 0.98, 1, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.76, 0.34, 1.01, 0.62, 2.80, 0.00, 0.28, 0.00, 3.12, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
42, 0, 1.519, 0.98, 1, 0.03, 0.01, 0.10, 0.00, 0.00, 0.00, 0.00, 0.71, 0.31, 0.90, 0.37, 2.69, 0.00, 0.18, 0.08, 3.20, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
43, 0, 1.556, 0.98, 1, 0.03, 0.01, 0.14, 0.00, 0.00, 0.00, 0.00, 0.73, 0.29, 0.77, 0.22, 2.40, 0.05, 0.10, 0.23, 3.16, 0.63, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
44, 0, 1.593, 0.98, 1, 0.03, 0.01, 0.20, 0.00, 0.00, 0.00, 0.00, 0.80, 0.25, 0.67, 0.00, 2.20, 0.12, 0.00, 0.36, 3.12, 0.74, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
45, 0, 1.630, 0.98, 1, 0.02, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.89, 0.22, 0.84, 0.00, 1.99, 0.18, 0.00, 0.44, 3.04, 0.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
46, 0, 1.667, 0.98, 1, 0.02, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.87, 0.21, 0.97, 0.00, 1.86, 0.18, 0.00, 0.48, 3.00, 0.47, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
47, 0, 1.704, 0.98, 1, 0.02, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.82, 0.22, 1.13, 0.00, 1.66, 0.24, 0.00, 0.53, 2.86, 0.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
48, 0, 1.741, 0.98, 1, 0.00, 0.00, 0.38, 0.00, 0.00, 0.00, 0.00, 0.79, 0.21, 1.11, 0.00, 1.54, 0.31, 0.00, 0.53, 2.80, 0.50, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
49, 0, 1.778, 0.98, 1, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.86, 0.20, 1.16, 0.00, 1.60, 0.33, 0.00, 0.47, 2.79, 0.42, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
50, 0, 1.815, 0.98, 1, 0.00, 0.00, 0.33, 0.01, 0.00, 0.00, 0.00, 0.87, 0.18, 1.16, 0.00, 1.68, 0.26, 0.00, 0.39, 2.78, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
51, 0, 1.852, 0.98, 1, 0.00, 0.00, 0.34, 0.02, 0.00, 0.00, 0.00, 0.91, 0.18, 1.22, 0.00, 1.83, 0.13, 0.00, 0.36, 2.83, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
52, 0, 1.889, 0.98, 1, 0.00, 0.00, 0.33, 0.02, 0.00, 0.00, 0.00, 0.87, 0.19, 1.26, 0.00, 1.75, 0.21, 0.00, 0.37, 2.79, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
53, 0, 1.926, 0.98, 1, 0.00, 0.00, 0.31, 0.01, 0.00, 0.00, 0.00, 0.85, 0.19, 1.32, 0.00, 1.68, 0.28, 0.00, 0.39, 2.84, 0.06, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
54, 0, 1.963, 0.98, 1, 0.06, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.65, 0.17, 1.24, 0.00, 1.66, 0.44, 0.00, 0.38, 2.73, 0.01, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
55, 0, 2.000, 0.98, 1, 0.08, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.50, 0.17, 1.24, 0.00, 1.74, 0.45, 0.00, 0.37, 2.71, 0.01, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
56, 0, 2.037, 0.98, 1, 0.10, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.38, 0.17, 1.24, 0.00, 1.83, 0.52, 0.00, 0.33, 2.63, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
57, 0, 2.074, 0.98, 1, 0.05, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.47, 0.20, 1.35, 0.00, 1.95, 0.45, 0.00, 0.23, 2.65, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
58, 0, 2.111, 0.98, 1, 0.03, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.56, 0.22, 1.35, 0.00, 2.04, 0.37, 0.00, 0.12, 2.64, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
59, 0, 2.148, 0.98, 1, 0.02, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.67, 0.23, 1.36, 0.00, 2.11, 0.30, 0.00, 0.05, 2.60, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
60, 0, 2.185, 0.98, 1, 0.10, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.73, 0.21, 1.40, 0.00, 2.24, 0.30, 0.00, 0.02, 2.59, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
61, 0, 2.222, 0.98, 1, 0.15, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.80, 0.20, 1.41, 0.00, 2.41, 0.32, 0.00, 0.00, 2.55, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
62, 0, 2.259, 0.98, 1, 0.15, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.81, 0.18, 1.55, 0.00, 2.63, 0.19, 0.16, 0.00, 2.58, 0.05, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
63, 0, 2.296, 0.88, 1, 0.06, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.82, 0.20, 1.66, 0.00, 2.72, 0.17, 0.34, 0.00, 2.58, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
64, 0, 2.333, 0.88, 1, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.78, 0.21, 1.79, 0.01, 2.84, 0.12, 0.50, 0.00, 2.60, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
65, 0, 2.370, 0.88, 1, 0.15, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.75, 0.16, 1.78, 0.45, 2.83, 0.46, 0.52, 0.04, 2.06, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
66, 0, 2.407, 0.98, 1, 0.22, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.75, 0.07, 1.82, 1.05, 2.73, 0.81, 0.58, 0.20, 1.47, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
67, 0, 2.444, 0.98, 1, 0.32, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 1.79, 1.50, 2.67, 1.17, 0.62, 0.25, 0.94, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
68, 0, 2.481, 0.98, 1, 0.23, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 2.02, 1.05, 2.43, 1.15, 0.61, 0.56, 0.92, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
69, 0, 2.519, 0.98, 1, 0.16, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.95, 0.00, 2.21, 0.45, 2.20, 0.97, 0.51, 0.73, 0.97, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
70, 0, 2.556, 0.98, 1, 0.06, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 1.14, 0.00, 2.43, 0.00, 1.98, 0.89, 0.46, 0.97, 0.99, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
